Kwh,name,datetime,temp,feelslike,dew,humidity,precip,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,icon
0.0,"Kozani, Greece",2024-04-16 20:00:00,20.0,20.0,3.0,32.45,0.0,0.0,0.0,29.5,7.6,270.0,1007.0,100.0,24.1,9.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2024-04-16 21:00:00,18.0,18.0,4.0,39.5,0.0,0.0,0.0,24.1,3.6,240.0,1007.0,100.0,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2024-04-16 22:00:00,17.0,17.0,5.0,45.06,0.0,0.0,0.0,6.5,7.6,10.0,1007.0,65.1,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2024-04-16 23:00:00,15.0,15.0,5.0,51.2,0.0,0.0,0.0,4.7,7.6,350.0,1007.0,74.2,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2024-04-17 00:00:00,18.9,18.9,2.0,32.25,0.0,0.0,0.0,15.1,16.5,220.0,1007.0,78.2,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2024-04-17 01:00:00,18.0,18.0,2.0,34.24,0.0,0.0,0.0,6.5,13.0,250.0,1006.0,100.0,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2024-04-17 02:00:00,18.0,18.0,3.0,36.76,0.0,0.0,0.0,7.6,11.2,250.0,1007.0,99.3,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2024-04-17 03:00:00,16.0,16.0,4.0,44.86,0.002,0.0,0.0,21.8,7.6,240.0,1005.0,91.8,24.1,0.0,0.0,0.0,"Rain, Overcast",rain
0.0,"Kozani, Greece",2024-04-17 04:00:00,13.0,13.0,5.0,58.29,0.0,0.0,0.0,4.3,1.8,355.5,1004.0,100.0,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2024-04-17 05:00:00,15.0,15.0,5.0,51.2,0.0,0.0,0.0,5.4,9.4,200.0,1004.0,100.0,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2024-04-17 06:00:00,15.0,15.0,6.0,54.96,0.0,0.0,0.0,22.6,11.2,200.0,1003.0,90.0,10.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0209,"Kozani, Greece",2024-04-17 07:00:00,14.0,14.0,6.0,58.54,0.0,0.0,0.0,4.3,7.6,190.0,1003.0,100.0,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0825,"Kozani, Greece",2024-04-17 08:00:00,14.0,14.0,7.0,62.71,0.0,0.0,0.0,4.3,0.0,0.0,1003.0,50.0,10.0,4.0,0.0,0.0,Partially cloudy,partly-cloudy-day
0.1515,"Kozani, Greece",2024-04-17 09:00:00,17.0,17.0,7.0,51.81,0.092,0.0,1.0,18.4,0.0,360.0,1003.0,88.3,10.0,131.0,0.5,1.0,"Rain, Partially cloudy",rain
0.252,"Kozani, Greece",2024-04-17 10:00:00,18.0,18.0,8.0,52.0,0.0,0.0,0.0,10.4,0.0,0.0,1002.0,88.3,10.0,386.0,1.4,4.0,Partially cloudy,partly-cloudy-day
0.4577,"Kozani, Greece",2024-04-17 11:00:00,18.0,18.0,9.0,55.65,0.0,0.0,0.0,33.5,0.0,0.0,1002.0,88.3,10.0,535.0,1.9,5.0,Partially cloudy,partly-cloudy-day
0.1335,"Kozani, Greece",2024-04-17 12:00:00,20.0,20.0,6.0,40.11,0.0,0.0,0.0,23.2,0.0,0.0,1001.0,50.1,10.0,768.0,2.8,8.0,Partially cloudy,partly-cloudy-day
0.1884,"Kozani, Greece",2024-04-17 13:00:00,16.0,16.0,11.0,72.21,0.0,0.0,0.0,46.1,0.0,0.0,1001.0,88.3,10.0,268.0,1.0,3.0,Partially cloudy,partly-cloudy-day
0.0891,"Kozani, Greece",2024-04-17 14:00:00,16.0,16.0,14.0,87.92,0.0,0.0,0.0,50.4,9.4,310.0,1001.0,88.3,10.0,585.0,2.1,6.0,Partially cloudy,partly-cloudy-day
0.178,"Kozani, Greece",2024-04-17 15:00:00,15.0,15.0,12.0,82.18,3.935,0.0,0.0,37.1,14.8,300.0,1001.0,88.3,10.0,881.0,3.2,9.0,"Rain, Partially cloudy",rain
0.1536,"Kozani, Greece",2024-04-17 16:00:00,16.0,16.0,12.0,77.15,0.0,0.0,0.0,53.6,14.8,250.0,1000.0,100.0,23.6,309.0,1.1,3.0,Overcast,cloudy
0.0852,"Kozani, Greece",2024-04-17 17:00:00,16.0,16.0,11.0,72.21,0.0,0.0,0.0,52.9,18.4,250.0,1000.0,51.6,24.1,148.0,0.5,1.0,Partially cloudy,partly-cloudy-day
0.0498,"Kozani, Greece",2024-04-17 18:00:00,17.0,17.0,8.0,55.42,0.0,0.0,0.0,35.3,13.0,230.0,999.0,1.0,24.1,86.0,0.3,1.0,Clear,clear-day
0.0306,"Kozani, Greece",2024-04-17 19:00:00,16.0,16.0,9.0,63.17,0.0,0.0,0.0,45.4,22.3,260.0,999.0,6.2,24.1,35.0,0.1,0.0,Clear,clear-day
0.0,"Kozani, Greece",2024-04-17 20:00:00,15.0,15.0,8.0,62.94,0.0,0.0,0.0,37.4,20.5,260.0,999.0,18.5,24.1,7.0,0.0,0.0,Clear,clear-day
0.0,"Kozani, Greece",2024-04-17 21:00:00,13.0,13.0,7.0,66.95,0.028,0.0,0.0,35.3,11.1,320.0,1000.0,21.1,24.1,0.0,0.0,0.0,"Rain, Partially cloudy",rain
0.0,"Kozani, Greece",2024-04-17 22:00:00,12.0,12.0,7.0,71.47,0.0,0.0,0.0,7.2,11.2,350.0,1001.0,43.8,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2024-04-17 23:00:00,12.0,12.0,7.0,71.47,0.0,0.0,0.0,11.9,5.4,326.1,1002.0,45.5,24.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2024-04-18 00:00:00,10.0,9.6,6.0,76.19,0.0,0.0,0.0,21.7,5.4,296.0,1001.0,48.8,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2024-04-18 01:00:00,10.0,9.1,6.0,76.19,0.0,0.0,0.0,11.5,7.6,300.0,1002.0,53.1,23.3,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2024-04-18 02:00:00,10.0,9.6,5.0,71.08,0.0,0.0,0.0,11.5,5.4,325.2,1002.0,51.3,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2024-04-18 03:00:00,10.0,9.1,5.0,71.09,0.001,0.0,0.0,21.7,7.6,300.0,1002.0,59.8,24.1,0.0,0.0,0.0,"Rain, Partially cloudy",rain
0.0,"Kozani, Greece",2024-04-18 04:00:00,9.0,9.0,5.0,76.02,0.0,0.0,0.0,13.0,3.6,347.5,1002.0,23.2,17.2,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2024-04-18 05:00:00,8.0,7.3,4.0,75.85,0.0,0.0,0.0,11.9,5.4,344.7,1003.0,22.1,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2024-04-18 06:00:00,6.0,6.0,4.0,86.94,0.0,0.0,0.0,20.4,0.0,360.0,1003.0,25.7,10.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0504,"Kozani, Greece",2024-04-18 07:00:00,6.0,6.0,3.0,81.08,0.0,0.0,0.0,12.6,0.0,0.0,1003.0,25.7,10.0,16.0,0.1,0.0,Partially cloudy,partly-cloudy-day
0.1465,"Kozani, Greece",2024-04-18 08:00:00,9.0,7.9,3.0,66.06,0.0,0.0,0.0,12.6,7.6,270.0,1004.0,25.7,10.0,91.0,0.3,1.0,Partially cloudy,partly-cloudy-day
0.2835,"Kozani, Greece",2024-04-18 09:00:00,12.0,12.0,3.0,54.1,0.0,0.0,0.0,22.4,7.6,10.0,1004.0,25.7,10.0,114.0,0.4,1.0,Partially cloudy,partly-cloudy-day
0.5509,"Kozani, Greece",2024-04-18 10:00:00,14.0,14.0,1.0,41.15,0.0,0.0,0.0,17.6,0.0,0.0,1005.0,25.7,10.0,272.0,1.0,3.0,Partially cloudy,partly-cloudy-day
0.4426,"Kozani, Greece",2024-04-18 11:00:00,14.0,14.0,0.0,38.28,0.0,0.0,0.0,30.6,13.0,260.0,1006.0,25.7,10.0,261.0,0.9,3.0,Partially cloudy,partly-cloudy-day
0.6108,"Kozani, Greece",2024-04-18 12:00:00,14.0,14.0,-1.0,35.63,0.0,0.0,0.0,26.7,13.0,310.0,1006.0,25.7,10.0,343.0,1.2,3.0,Partially cloudy,partly-cloudy-day
0.3468,"Kozani, Greece",2024-04-18 13:00:00,16.0,16.0,-2.0,29.08,0.0,0.0,0.0,33.5,13.0,300.0,1006.0,25.7,10.0,146.0,0.5,1.0,Partially cloudy,partly-cloudy-day
0.7398,"Kozani, Greece",2024-04-18 14:00:00,14.0,14.0,1.0,41.15,0.0,0.0,0.0,39.2,11.2,330.0,1006.0,50.0,10.0,327.0,1.2,3.0,Partially cloudy,partly-cloudy-day
0.5044,"Kozani, Greece",2024-04-18 15:00:00,14.0,14.0,1.0,41.17,0.001,0.0,0.0,34.3,11.2,340.0,1006.0,52.9,18.5,858.0,3.1,9.0,"Rain, Partially cloudy",rain
0.2748,"Kozani, Greece",2024-04-18 16:00:00,14.0,14.0,1.0,41.15,0.0,0.0,0.0,38.2,11.2,360.0,1006.0,58.5,19.6,819.0,2.9,8.0,Partially cloudy,partly-cloudy-day
0.4567,"Kozani, Greece",2024-04-18 17:00:00,13.0,13.0,2.0,47.18,0.0,0.0,0.0,38.9,14.8,10.0,1007.0,100.0,24.1,186.0,0.7,2.0,Overcast,cloudy
0.1011,"Kozani, Greece",2024-04-18 18:00:00,12.0,12.0,1.0,46.87,0.0,0.0,0.0,40.7,20.5,20.0,1007.0,70.2,24.1,397.0,1.4,4.0,Partially cloudy,partly-cloudy-day
0.0246,"Kozani, Greece",2024-04-18 19:00:00,11.0,11.0,1.0,50.1,0.0,0.0,0.0,36.0,11.2,20.0,1008.0,77.8,24.1,134.0,0.5,1.0,Partially cloudy,partly-cloudy-day
0.0,"Kozani, Greece",2024-04-18 20:00:00,12.0,12.0,-1.0,40.56,0.0,0.0,0.0,30.6,9.4,350.0,1008.0,65.8,19.2,7.0,0.0,0.0,Partially cloudy,partly-cloudy-day
0.0,"Kozani, Greece",2024-04-18 21:00:00,11.0,11.0,-1.0,43.38,0.003,0.0,0.0,29.5,12.9,320.0,1009.0,62.9,15.5,0.0,0.0,0.0,"Rain, Partially cloudy",rain
0.0,"Kozani, Greece",2024-04-18 22:00:00,10.0,9.1,2.0,57.53,0.0,0.0,0.0,13.3,7.6,320.0,1010.0,45.6,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2024-04-18 23:00:00,9.0,7.5,0.0,53.28,0.0,0.0,0.0,10.8,9.4,350.0,1011.0,7.7,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2024-04-19 00:00:00,7.0,4.8,1.0,65.65,0.0,0.0,0.0,15.5,11.1,350.0,1011.0,2.9,15.4,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2024-04-19 01:00:00,6.0,4.0,1.0,70.29,0.0,0.0,0.0,14.8,9.4,330.0,1011.0,1.3,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2024-04-19 02:00:00,6.0,4.4,1.0,70.29,0.0,0.0,0.0,14.4,7.6,360.0,1011.0,0.0,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2024-04-19 03:00:00,6.0,5.0,1.0,70.33,0.0,0.0,0.0,13.6,5.4,280.0,1011.0,0.0,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2024-04-19 04:00:00,6.0,6.0,2.0,75.51,0.0,0.0,0.0,14.4,1.8,308.6,1011.0,13.0,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2024-04-19 05:00:00,7.0,5.1,2.0,70.49,0.0,0.0,0.0,14.4,9.4,360.0,1010.0,52.9,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2024-04-19 06:00:00,7.0,5.1,2.0,70.53,0.0,0.0,0.0,12.8,9.3,330.0,1011.0,60.0,10.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0214,"Kozani, Greece",2024-04-19 07:00:00,6.0,4.4,2.0,75.51,0.0,0.0,0.0,12.2,7.6,340.0,1011.0,80.6,24.1,11.0,0.0,0.0,Partially cloudy,partly-cloudy-day
0.243,"Kozani, Greece",2024-04-19 08:00:00,7.0,4.8,3.0,75.68,0.0,0.0,0.0,11.9,11.2,320.0,1011.0,50.0,10.0,77.0,0.3,1.0,Partially cloudy,partly-cloudy-day
0.4144,"Kozani, Greece",2024-04-19 09:00:00,9.0,6.3,2.0,61.57,0.0,0.0,0.0,6.1,18.3,330.0,1011.0,50.0,10.0,397.0,1.4,4.0,Partially cloudy,partly-cloudy-day
0.3917,"Kozani, Greece",2024-04-19 10:00:00,11.0,11.0,3.0,57.79,0.0,0.0,0.0,6.1,7.6,10.0,1011.0,50.0,10.0,292.0,1.1,3.0,Partially cloudy,partly-cloudy-day
0.3775,"Kozani, Greece",2024-04-19 11:00:00,12.0,12.0,3.0,54.09,0.0,0.0,0.0,11.9,11.2,10.0,1011.0,50.0,10.0,205.0,0.7,2.0,Partially cloudy,partly-cloudy-day
0.3915,"Kozani, Greece",2024-04-19 12:00:00,13.0,13.0,2.0,47.21,0.0,0.0,0.0,16.5,11.1,10.0,1011.0,88.3,10.0,302.0,1.1,3.0,Partially cloudy,partly-cloudy-day
0.2166,"Kozani, Greece",2024-04-19 13:00:00,13.0,13.0,3.0,50.65,0.0,0.0,0.0,27.0,11.2,40.0,1010.0,88.3,10.0,343.0,1.2,3.0,Partially cloudy,partly-cloudy-day
0.6624,"Kozani, Greece",2024-04-19 14:00:00,9.0,6.7,7.0,87.29,0.0,0.0,0.0,30.6,14.8,70.0,1010.0,88.3,10.0,345.0,1.2,3.0,Partially cloudy,partly-cloudy-day
0.1357,"Kozani, Greece",2024-04-19 15:00:00,13.0,13.0,6.0,62.47,0.976,0.0,0.0,17.4,22.3,30.0,1009.0,50.1,10.0,258.0,0.9,3.0,"Rain, Partially cloudy",rain
0.121,"Kozani, Greece",2024-04-19 16:00:00,12.0,12.0,4.0,58.04,0.0,0.0,0.0,29.2,3.6,61.6,1007.0,100.0,17.4,261.0,0.9,3.0,Overcast,cloudy
0.0355,"Kozani, Greece",2024-04-19 17:00:00,11.0,11.0,4.0,62.01,0.0,0.0,0.0,25.9,22.3,20.0,1007.0,100.0,10.3,101.0,0.4,1.0,Overcast,cloudy
0.0066,"Kozani, Greece",2024-04-19 18:00:00,9.0,7.5,5.0,76.01,0.0,0.0,0.0,28.0,9.4,330.0,1007.0,100.0,24.1,75.0,0.3,1.0,Overcast,cloudy
0.0047,"Kozani, Greece",2024-04-19 19:00:00,8.0,6.7,7.0,93.4,0.0,0.0,0.0,22.0,7.6,290.0,1007.0,100.0,13.1,25.0,0.1,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2024-04-19 20:00:00,7.0,5.1,7.0,100.0,0.0,0.0,0.0,14.4,9.4,360.0,1006.0,100.0,12.5,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2024-04-19 21:00:00,7.0,4.8,5.9,93.33,2.442,0.0,0.0,22.5,11.2,30.0,1007.0,100.0,6.7,0.0,0.0,0.0,"Rain, Overcast",rain
0.0,"Kozani, Greece",2024-04-19 22:00:00,7.0,5.6,6.0,93.35,0.0,0.0,0.0,24.1,7.6,330.0,1007.0,100.0,5.3,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2024-04-19 23:00:00,7.0,5.1,6.0,93.35,0.0,0.0,0.0,28.1,9.4,350.0,1007.0,100.0,8.4,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2024-04-20 00:00:00,7.0,4.5,6.0,93.33,0.0,0.0,0.0,14.2,12.9,340.0,1006.0,100.0,12.2,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2024-04-20 01:00:00,7.0,4.2,5.0,87.09,0.0,0.0,0.0,33.1,14.8,330.0,1006.0,100.0,23.4,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2024-04-20 02:00:00,7.0,3.7,4.0,81.21,0.0,0.0,0.0,28.4,18.4,330.0,1005.0,100.0,23.7,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2024-04-20 03:00:00,7.0,3.8,4.0,81.23,0.893,0.0,0.0,18.4,18.3,310.0,1005.0,100.0,24.1,0.0,0.0,0.0,"Rain, Overcast",rain
0.0,"Kozani, Greece",2024-04-20 04:00:00,7.0,3.7,3.0,75.68,0.0,0.0,0.0,37.8,18.4,300.0,1005.0,92.7,23.4,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2024-04-20 05:00:00,6.0,2.7,4.0,87.0,0.0,0.0,0.0,40.3,16.6,340.0,1006.0,99.2,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2024-04-20 06:00:00,7.0,3.8,3.0,75.7,0.0,0.0,0.0,20.5,18.3,320.0,1006.0,77.3,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0108,"Kozani, Greece",2024-04-20 07:00:00,7.0,4.2,2.0,70.49,0.0,0.0,0.0,31.7,14.8,30.0,1006.0,70.6,24.1,5.0,0.0,0.0,Partially cloudy,partly-cloudy-day
0.155,"Kozani, Greece",2024-04-20 08:00:00,7.0,4.5,2.0,70.49,0.0,0.0,0.0,21.2,13.0,340.0,1007.0,88.3,10.0,70.0,0.3,1.0,Partially cloudy,partly-cloudy-day
0.3679,"Kozani, Greece",2024-04-20 09:00:00,9.0,6.9,2.0,61.55,5.659,0.0,0.0,27.7,12.9,310.0,1007.0,50.0,10.0,439.0,1.6,4.0,"Rain, Partially cloudy",rain
0.6182,"Kozani, Greece",2024-04-20 10:00:00,11.0,11.0,1.0,50.1,0.0,0.0,0.0,12.2,18.4,360.0,1008.0,50.0,10.0,330.0,1.2,3.0,Partially cloudy,partly-cloudy-day
0.7346,"Kozani, Greece",2024-04-20 11:00:00,13.0,13.0,1.0,43.92,0.0,0.0,0.0,13.0,11.2,350.0,1008.0,50.0,10.0,725.0,2.6,7.0,Partially cloudy,partly-cloudy-day
0.7254,"Kozani, Greece",2024-04-20 12:00:00,14.0,14.0,0.0,38.29,0.0,0.0,0.0,19.5,0.0,360.0,1009.0,50.0,10.0,831.0,3.0,8.0,Partially cloudy,partly-cloudy-day
0.3057,"Kozani, Greece",2024-04-20 13:00:00,15.0,15.0,1.0,38.57,0.0,0.0,0.0,7.2,0.0,0.0,1008.0,50.0,10.0,895.0,3.2,9.0,Partially cloudy,partly-cloudy-day
0.7489,"Kozani, Greece",2024-04-20 14:00:00,14.0,14.0,2.0,44.2,0.0,0.0,0.0,8.3,0.0,0.0,1008.0,88.3,10.0,236.0,0.8,2.0,Partially cloudy,partly-cloudy-day
0.5363,"Kozani, Greece",2024-04-20 15:00:00,17.0,17.0,3.0,39.15,0.0,0.0,0.0,19.5,0.0,360.0,1008.0,88.3,10.0,436.0,1.6,4.0,Partially cloudy,partly-cloudy-day
0.3686,"Kozani, Greece",2024-04-20 16:00:00,16.0,16.0,1.0,36.18,0.0,0.0,0.0,16.2,9.4,140.0,1007.0,94.3,24.1,795.0,2.9,8.0,Overcast,cloudy
0.1475,"Kozani, Greece",2024-04-20 17:00:00,16.0,16.0,1.0,36.18,0.0,0.0,0.0,23.4,9.4,140.0,1007.0,95.6,24.1,237.0,0.9,2.0,Overcast,cloudy
0.0991,"Kozani, Greece",2024-04-20 18:00:00,16.0,16.0,2.0,38.85,0.0,0.0,0.0,18.6,9.4,160.0,1007.0,78.3,24.1,65.0,0.2,1.0,Partially cloudy,partly-cloudy-day
0.0168,"Kozani, Greece",2024-04-20 19:00:00,17.0,17.0,2.0,36.47,0.0,0.0,0.0,22.3,1.8,236.6,1007.0,84.4,24.1,40.0,0.1,0.0,Partially cloudy,partly-cloudy-day
0.0,"Kozani, Greece",2024-04-20 20:00:00,15.0,15.0,-2.0,31.0,0.0,0.0,0.0,19.8,11.2,240.0,1007.0,85.8,24.1,11.0,0.0,0.0,Partially cloudy,partly-cloudy-day
0.0,"Kozani, Greece",2024-04-20 21:00:00,12.0,12.0,0.0,43.64,0.0,0.0,0.0,8.3,14.7,260.0,1008.0,63.3,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2024-04-20 22:00:00,12.0,12.0,-1.0,40.56,0.0,0.0,0.0,8.3,13.0,280.0,1009.0,71.6,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2024-04-20 23:00:00,12.0,12.0,0.0,43.63,0.0,0.0,0.0,6.8,5.4,320.3,1010.0,64.9,24.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2024-04-21 00:00:00,11.0,11.0,0.0,46.69,0.0,0.0,0.0,20.0,7.6,330.0,1010.0,0.0,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2024-04-21 01:00:00,10.0,9.1,1.0,53.55,0.0,0.0,0.0,10.1,7.6,270.0,1010.0,0.0,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2024-04-21 02:00:00,7.0,5.6,2.0,70.49,0.0,0.0,0.0,10.1,7.6,270.0,1010.0,0.0,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2024-04-21 03:00:00,7.0,6.2,-3.0,49.07,0.0,0.0,0.0,9.8,5.4,300.0,1010.0,0.0,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2024-04-21 04:00:00,4.0,4.0,-2.0,64.94,0.0,0.0,0.0,11.9,1.8,319.8,1010.0,0.0,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2024-04-21 05:00:00,4.0,2.1,-1.0,69.89,0.0,0.0,0.0,12.6,7.6,360.0,1010.0,0.0,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2024-04-21 06:00:00,4.0,1.6,0.0,75.21,0.0,0.0,0.0,8.9,9.3,10.0,1010.0,25.7,10.0,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0548,"Kozani, Greece",2024-04-21 07:00:00,5.0,5.0,-1.0,65.17,0.0,0.0,0.0,13.3,0.0,0.0,1010.0,50.0,10.0,6.0,0.0,0.0,Partially cloudy,partly-cloudy-day
0.1244,"Kozani, Greece",2024-04-21 08:00:00,6.0,6.0,0.0,65.39,0.0,0.0,0.0,13.0,0.0,0.0,1010.0,25.7,10.0,36.0,0.1,0.0,Partially cloudy,partly-cloudy-day
0.2934,"Kozani, Greece",2024-04-21 09:00:00,8.0,8.0,-1.0,53.06,0.0,0.0,0.0,6.8,0.0,360.0,1010.0,88.2,10.0,199.0,0.7,2.0,Partially cloudy,partly-cloudy-day
0.4966,"Kozani, Greece",2024-04-21 10:00:00,12.0,12.0,-2.0,37.69,0.0,0.0,0.0,12.2,0.0,0.0,1010.0,88.3,10.0,144.0,0.5,1.0,Partially cloudy,partly-cloudy-day
0.4611,"Kozani, Greece",2024-04-21 11:00:00,14.0,14.0,0.0,38.28,0.0,0.0,0.0,14.4,9.4,200.0,1010.0,50.0,10.0,701.0,2.5,7.0,Partially cloudy,partly-cloudy-day
0.1658,"Kozani, Greece",2024-04-21 12:00:00,13.0,13.0,1.0,43.96,0.0,0.0,0.0,15.7,0.0,0.0,1009.0,88.3,10.0,128.0,0.5,1.0,Partially cloudy,partly-cloudy-day
0.1632,"Kozani, Greece",2024-04-21 13:00:00,13.0,13.0,2.0,47.18,0.0,0.0,0.0,36.7,11.2,160.0,1009.0,88.3,10.0,123.0,0.4,1.0,Partially cloudy,partly-cloudy-day
0.0839,"Kozani, Greece",2024-04-21 14:00:00,12.0,12.0,2.0,50.38,0.0,0.0,0.0,41.4,24.1,130.0,1007.0,88.3,10.0,74.0,0.3,1.0,Partially cloudy,partly-cloudy-day
0.0225,"Kozani, Greece",2024-04-21 15:00:00,12.9,12.9,3.0,50.72,0.02,0.0,0.0,21.1,14.8,160.0,1007.0,94.3,7.8,22.0,0.1,0.0,"Rain, Overcast",rain
0.247,"Kozani, Greece",2024-04-21 16:00:00,9.0,6.9,8.0,93.45,0.0,0.0,0.0,43.2,13.0,280.0,1008.0,100.0,13.3,35.0,0.1,0.0,Overcast,cloudy
0.2797,"Kozani, Greece",2024-04-21 17:00:00,7.0,4.5,6.0,93.35,0.0,0.0,0.0,44.6,13.0,350.0,1010.0,80.6,10.0,105.0,0.4,1.0,Partially cloudy,partly-cloudy-day
0.1291,"Kozani, Greece",2024-04-21 18:00:00,8.0,8.0,5.0,81.35,0.0,0.0,0.0,28.9,3.6,360.0,1010.0,70.6,24.1,381.0,1.4,4.0,Partially cloudy,partly-cloudy-day
0.0134,"Kozani, Greece",2024-04-21 19:00:00,9.0,7.5,5.0,76.02,0.0,0.0,0.0,39.2,9.4,140.0,1010.0,7.3,24.1,174.0,0.6,2.0,Clear,clear-day
0.0,"Kozani, Greece",2024-04-21 20:00:00,8.0,8.0,5.0,81.35,0.0,0.0,0.0,16.6,3.6,332.6,1011.0,13.9,24.1,11.0,0.0,0.0,Clear,clear-day
0.0,"Kozani, Greece",2024-04-21 21:00:00,5.0,3.9,4.0,93.21,8.008,0.0,0.0,18.3,5.4,280.0,1011.0,19.5,24.1,0.0,0.0,0.0,Rain,rain
0.0,"Kozani, Greece",2024-04-21 22:00:00,4.0,1.6,4.0,100.0,0.0,0.0,0.0,12.2,9.4,360.0,1012.0,9.9,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2024-04-21 23:00:00,4.0,2.1,3.0,93.19,0.0,0.0,0.0,13.7,7.6,20.0,1013.0,0.9,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2024-04-22 00:00:00,3.0,3.0,2.0,93.13,0.0,0.0,0.0,10.3,3.6,316.3,1013.0,0.0,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2024-04-22 01:00:00,4.0,2.1,3.0,93.19,0.0,0.0,0.0,14.8,7.6,340.0,1014.0,0.0,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2024-04-22 02:00:00,3.0,0.4,2.0,93.14,0.0,0.0,0.0,14.8,9.4,360.0,1014.0,6.2,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2024-04-22 03:00:00,4.0,1.6,2.0,86.81,0.0,0.0,0.0,8.9,9.3,360.0,1015.0,15.4,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2024-04-22 04:00:00,2.0,-0.3,1.0,93.09,0.0,0.0,0.0,14.4,7.6,30.0,1015.0,40.4,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
