Kwh,name,datetime,temp,feelslike,dew,humidity,precip,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,icon
0.0,"Kozani, Greece",2022-03-08 01:00:00,1.0,1.0,0.0,93.03,0.0,0.0,1.7,9.4,3.6,335.7,1011.0,99.4,22.3,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-03-08 02:00:00,0.0,-4.0,0.0,99.98,5.923,0.0,1.7,11.7,12.9,360.0,1011.0,92.8,9.3,0.0,0.0,0.0,"Snow, Rain, Overcast",snow
0.0,"Kozani, Greece",2022-03-08 03:00:00,0.0,-4.0,0.0,100.0,0.0,0.0,1.7,15.1,13.0,350.0,1011.0,92.8,9.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-03-08 04:00:00,0.0,-3.2,0.0,100.0,0.0,0.1,1.7,16.9,9.4,350.0,1011.0,93.8,0.1,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-03-08 05:00:00,0.0,-4.0,-1.0,92.97,0.0,0.0,1.6,12.5,12.9,340.0,1011.0,95.1,0.1,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-03-08 06:00:00,0.0,-4.0,-2.0,86.39,0.0,0.0,1.6,20.5,13.0,350.0,1011.0,99.7,2.9,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-03-08 07:00:00,-1.0,-4.8,-2.0,92.92,0.0,0.4,1.5,22.7,11.2,20.0,1011.0,100.0,3.0,5.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-03-08 08:00:00,-1.0,-5.3,-2.0,92.89,0.0,0.0,2.1,11.8,13.0,350.0,1011.0,88.3,10.0,21.0,0.1,0.0,Partially cloudy,partly-cloudy-day
0.0,"Kozani, Greece",2022-03-08 09:00:00,-1.0,-6.3,-2.0,92.92,0.0,0.0,2.0,29.5,18.4,340.0,1012.0,100.0,10.0,62.0,0.2,1.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-03-08 10:00:00,0.0,-4.7,-2.0,86.39,0.0,0.0,1.9,32.0,16.6,340.0,1012.0,100.0,10.0,121.0,0.4,1.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-03-08 11:00:00,0.0,-4.4,-2.0,86.36,0.0,0.0,1.9,15.6,14.7,350.0,1012.0,100.0,10.0,215.0,0.8,2.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-03-08 12:00:00,1.0,-2.8,-2.0,80.37,0.0,0.0,1.8,31.0,13.0,350.0,1012.0,100.0,10.0,164.0,0.6,2.0,Overcast,cloudy
0.0037,"Kozani, Greece",2022-03-08 13:00:00,2.0,-2.2,-2.0,74.81,0.0,0.0,1.7,26.3,16.6,350.0,1012.0,100.0,7.0,219.0,0.8,2.0,Overcast,cloudy
0.0149,"Kozani, Greece",2022-03-08 14:00:00,2.0,-1.6,-1.0,80.48,0.59,0.0,1.7,16.6,12.8,341.0,1012.0,100.0,9.0,221.0,0.8,2.0,"Snow, Overcast",rain
0.0024,"Kozani, Greece",2022-03-08 15:00:00,3.0,-1.0,-1.0,74.99,0.0,0.0,1.6,20.9,16.6,350.0,1011.0,88.3,10.0,228.0,0.8,2.0,Partially cloudy,partly-cloudy-day
0.0007,"Kozani, Greece",2022-03-08 16:00:00,2.0,-0.3,-1.0,80.51,0.0,0.1,1.5,21.6,7.6,330.0,1011.0,96.1,6.9,121.0,0.4,1.0,Overcast,cloudy
0.0001,"Kozani, Greece",2022-03-08 17:00:00,1.0,-2.4,-2.0,80.33,0.0,0.3,1.5,16.6,11.2,340.0,1011.0,100.0,3.4,83.0,0.3,1.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-03-08 18:00:00,1.0,-2.8,-2.0,80.37,0.0,0.3,1.5,22.0,13.0,310.0,1011.0,99.9,2.3,20.0,0.1,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-03-08 19:00:00,1.0,-2.4,-2.0,80.37,0.0,0.8,1.4,19.4,11.2,350.0,1012.0,100.0,0.3,5.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-03-08 20:00:00,0.0,-3.6,-1.0,92.97,0.002,0.7,2.1,17.4,11.1,340.0,1012.0,100.0,3.0,126.0,0.5,0.0,"Snow, Overcast",snow
0.0,"Kozani, Greece",2022-03-08 21:00:00,-1.0,-4.4,-1.0,100.0,0.0,0.0,2.1,19.1,9.4,350.0,1012.0,100.0,0.1,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-03-08 22:00:00,-1.0,-4.8,-2.0,92.92,0.0,1.1,2.1,17.3,11.2,360.0,1012.0,100.0,0.1,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-03-08 23:00:00,-1.0,-5.3,-2.0,92.92,0.0,1.1,2.1,27.7,12.9,350.0,1013.0,100.0,0.2,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-03-09 00:00:00,-2.0,-8.1,-3.0,92.86,0.0,0.2,2.3,20.2,22.3,340.0,1013.0,100.0,0.1,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-03-09 01:00:00,-3.0,-9.4,-3.0,100.0,0.0,0.2,2.5,23.8,22.3,350.0,1012.0,100.0,0.2,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-03-09 02:00:00,-3.0,-10.8,-4.0,92.8,1.993,0.2,2.3,24.0,33.9,2.0,1012.0,100.0,0.2,0.0,0.0,0.0,"Snow, Overcast",snow
0.0,"Kozani, Greece",2022-03-09 03:00:00,-4.0,-10.7,-4.0,100.0,0.0,0.0,2.4,33.8,22.3,330.0,1012.0,100.0,0.2,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-03-09 04:00:00,-4.0,-10.7,-5.0,92.75,0.0,0.3,2.7,36.4,22.3,340.0,1012.0,100.0,0.2,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-03-09 05:00:00,-4.0,-10.7,-5.0,92.75,0.0,0.4,3.1,20.6,22.3,350.0,1012.0,100.0,0.3,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-03-09 06:00:00,-4.0,-10.7,-5.0,92.75,0.0,0.3,3.4,38.2,22.3,340.0,1013.0,100.0,0.6,0.0,0.0,0.0,Overcast,fog
0.0,"Kozani, Greece",2022-03-09 07:00:00,-4.0,-10.7,-5.0,92.75,0.0,0.2,3.6,37.1,22.3,350.0,1013.0,100.0,1.1,9.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-03-09 08:00:00,-4.0,-10.7,-5.0,92.72,0.0,0.2,6.6,21.4,22.3,330.0,1014.0,100.0,4.0,35.0,0.1,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-03-09 09:00:00,-4.0,-10.7,-5.0,92.75,0.0,0.3,6.6,36.7,22.3,300.0,1014.0,100.0,1.7,104.0,0.4,1.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-03-09 10:00:00,-3.0,-9.4,-5.0,86.07,0.0,0.1,6.7,40.0,22.3,330.0,1015.0,100.0,2.6,309.0,1.1,3.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-03-09 11:00:00,-2.0,-7.9,-5.0,79.86,0.0,0.2,6.5,20.5,20.5,340.0,1015.0,100.0,5.0,537.0,1.9,5.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-03-09 12:00:00,-1.0,-6.6,-5.0,74.27,0.0,0.2,6.2,36.7,20.5,340.0,1015.0,100.0,5.0,701.0,2.5,7.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-03-09 13:00:00,1.0,-3.8,-6.0,59.54,0.0,0.2,5.9,33.8,18.4,310.0,1014.0,88.3,6.0,730.0,2.6,7.0,Partially cloudy,partly-cloudy-day
0.0,"Kozani, Greece",2022-03-09 14:00:00,1.0,-3.8,-7.0,55.12,0.989,0.1,5.3,25.9,18.3,340.0,1014.0,100.0,8.0,708.0,2.5,7.0,"Snow, Rain, Overcast",snow
0.0,"Kozani, Greece",2022-03-09 15:00:00,2.0,-2.5,-7.0,51.34,0.0,0.1,5.1,29.9,18.4,340.0,1014.0,100.0,8.0,661.0,2.4,7.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-03-09 16:00:00,1.0,-3.5,-8.0,51.05,0.0,0.1,4.9,27.7,16.6,340.0,1014.0,100.0,9.0,366.0,1.3,4.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-03-09 17:00:00,2.0,-1.2,-8.0,47.52,0.0,0.0,4.8,25.2,11.2,310.0,1014.0,90.0,20.0,108.0,0.4,1.0,Partially cloudy,partly-cloudy-day
0.0,"Kozani, Greece",2022-03-09 18:00:00,1.0,-2.0,-8.0,51.05,0.0,0.0,4.7,23.4,9.4,330.0,1014.0,85.7,24.1,64.0,0.2,1.0,Partially cloudy,partly-cloudy-day
0.0,"Kozani, Greece",2022-03-09 19:00:00,0.0,-3.2,-7.0,59.28,0.0,0.0,4.7,23.0,9.4,30.0,1015.0,92.2,24.1,13.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-03-09 20:00:00,-1.0,-1.0,-4.0,79.97,0.01,0.0,4.5,26.4,3.6,6.0,1015.0,95.8,24.1,246.0,0.9,0.0,"Snow, Overcast",snow
0.0,"Kozani, Greece",2022-03-09 21:00:00,-3.0,-3.0,-4.0,92.8,0.0,0.0,4.5,11.9,3.6,313.2,1016.0,91.3,24.1,0.0,0.0,0.0,Overcast,cloudy
0.0,"Kozani, Greece",2022-03-09 22:00:00,-3.0,-5.2,-4.0,92.8,0.0,0.0,4.5,17.6,5.4,314.6,1016.0,62.5,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2022-03-09 23:00:00,-4.0,-7.9,-9.0,68.14,0.0,0.0,4.5,30.7,9.4,340.0,1016.0,10.9,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2022-03-10 00:00:00,-4.0,-7.3,-10.0,63.03,0.0,0.0,4.5,24.1,7.6,360.0,1016.0,0.0,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2022-03-10 01:00:00,-3.0,-7.2,-10.0,58.5,0.0,0.0,4.4,25.2,11.2,330.0,1016.0,0.0,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2022-03-10 02:00:00,-4.0,-8.9,-10.0,63.02,0.0,0.0,4.4,30.8,12.9,360.0,1017.0,51.0,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2022-03-10 03:00:00,-4.0,-8.9,-9.0,68.18,0.0,0.0,4.4,20.9,13.0,360.0,1017.0,20.3,24.1,0.0,0.0,0.0,Partially cloudy,partly-cloudy-night
0.0,"Kozani, Greece",2022-03-10 04:00:00,-4.0,-8.4,-9.0,68.18,0.0,0.0,4.4,17.6,11.2,350.0,1016.0,0.0,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2022-03-10 05:00:00,-4.0,-8.9,-10.0,63.02,0.0,0.0,4.4,22.9,12.9,340.0,1017.0,0.0,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2022-03-10 06:00:00,-5.0,-7.5,-10.0,67.96,0.0,0.0,4.4,15.5,5.4,300.0,1017.0,0.0,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2022-03-10 07:00:00,-4.0,-10.0,-10.0,63.03,0.0,0.0,4.4,12.2,18.4,330.0,1017.0,0.0,24.1,14.0,0.1,0.0,Clear,clear-day
0.0,"Kozani, Greece",2022-03-10 08:00:00,-4.0,-8.9,-10.0,63.02,0.222,0.0,3.2,11.2,12.8,350.0,1017.0,25.7,10.0,97.0,0.3,1.0,"Snow, Partially cloudy",snow
0.0,"Kozani, Greece",2022-03-10 09:00:00,-2.0,-6.9,-9.0,58.76,0.0,0.0,3.2,7.2,14.8,310.0,1018.0,25.7,10.0,283.0,1.0,3.0,Partially cloudy,partly-cloudy-day
0.0009,"Kozani, Greece",2022-03-10 10:00:00,-1.0,-6.0,-10.0,50.47,0.0,0.0,3.1,14.8,16.6,310.0,1018.0,50.0,10.0,424.0,1.5,4.0,Partially cloudy,partly-cloudy-day
0.0016,"Kozani, Greece",2022-03-10 11:00:00,0.0,-5.3,-9.0,50.73,0.0,0.0,3.0,29.0,20.5,350.0,1018.0,88.2,10.0,529.0,1.9,5.0,Partially cloudy,partly-cloudy-day
0.0016,"Kozani, Greece",2022-03-10 12:00:00,0.0,-5.3,-9.0,50.76,0.0,0.0,2.9,41.8,20.5,340.0,1018.0,100.0,10.0,621.0,2.2,6.0,Overcast,cloudy
0.0076,"Kozani, Greece",2022-03-10 13:00:00,1.0,-4.1,-9.0,47.23,0.0,0.0,2.8,45.0,20.5,350.0,1018.0,88.3,10.0,696.0,2.5,7.0,Partially cloudy,partly-cloudy-day
0.0149,"Kozani, Greece",2022-03-10 14:00:00,2.0,-3.3,-9.0,43.94,0.0,0.0,2.6,33.5,24.1,330.0,1018.0,88.3,10.0,735.0,2.6,7.0,Partially cloudy,partly-cloudy-day
0.0242,"Kozani, Greece",2022-03-10 15:00:00,1.0,-3.8,-6.0,59.54,0.0,0.0,2.5,43.2,18.4,340.0,1019.0,100.0,9.0,659.0,2.4,7.0,Overcast,cloudy
0.015,"Kozani, Greece",2022-03-10 16:00:00,2.0,-1.9,-9.0,43.96,0.0,0.0,2.5,37.4,14.8,320.0,1018.0,55.2,24.1,364.0,1.3,4.0,Partially cloudy,partly-cloudy-day
0.0029,"Kozani, Greece",2022-03-10 17:00:00,3.0,-0.4,-11.0,34.99,0.0,0.0,2.5,35.4,13.0,331.0,1018.0,63.4,24.1,350.0,1.3,4.0,Partially cloudy,partly-cloudy-day
0.0002,"Kozani, Greece",2022-03-10 18:00:00,2.0,-1.6,-12.0,34.66,0.0,0.0,2.4,29.9,13.0,360.0,1019.0,19.3,24.1,89.0,0.3,1.0,Clear,clear-day
0.0,"Kozani, Greece",2022-03-10 19:00:00,-1.0,-3.8,-11.0,46.63,0.0,0.0,2.4,23.4,7.6,340.0,1020.0,0.0,24.1,12.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2022-03-10 20:00:00,-2.0,-2.0,-12.0,46.36,0.0,0.0,2.4,11.2,3.7,336.0,1020.0,0.0,24.1,291.0,1.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2022-03-10 21:00:00,-2.0,-5.0,-12.0,46.33,0.0,0.0,2.4,6.1,7.6,320.0,1021.0,0.0,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2022-03-10 22:00:00,-3.0,-6.7,-12.0,49.89,0.0,0.0,2.4,5.4,9.4,20.0,1021.0,0.0,24.1,0.0,0.0,0.0,Clear,clear-night
0.0,"Kozani, Greece",2022-03-10 23:00:00,-4.0,-7.3,-13.0,49.61,0.0,0.0,2.4,21.1,7.6,350.0,1022.0,0.0,24.1,0.0,0.0,0.0,Clear,clear-night
